paper,title,datetime,writing,writer
중앙일보,치매 예방 탁월한 이 운동…40세 이후 일주일에 40분 써라,2023.09.13. 오전 5:00,"중년기(40~64세)부터 땀 나고 숨 가쁠 정도의 강도 높은 걷기를 일주일에 최소 40분 정도 하면 알츠하이머병 예방에 도움이 된다는 연구 결과가 나왔다. 걷기와 기억 기능의 연관성을 바탕으로 치매 예방에 효과 있는 구체적인 걷기 운동법이 제시된 건 처음이다.      12일 한림대학교동탄성심병원에 따르면 정신건강의학과 김지욱·최영민·서국희 교수와 진단검사의학과 김현수 교수, 외과 김종완 교수 연구팀은 이 같은 연구 결과를 최근 국제 학술지 ‘알츠하이머 연구 및 치료’(Alzheimer's Research & Therapy)에 실었다.          중년 이후에 땀 나고 호흡이 가쁜 고강도 걷이 운동을 최소 일주일에 40분 정도한다면 알츠하이머병 예방에 도움된다는 사실이 한림대학교동탄성심병원 연구팀을 통해 밝혀졌다. 사진 한림대학교동탄성심병원 제공            연구팀은 병원 코호트 연구에 참여한 65~90세 노인 188명 중 인지 기능이 정상인 107명과 경도인지장애(치매 전 단계)를 갖고 있는 81명을 대상으로 걷기 활동과 인지 기능의 연관성을 조사했다. 이때 걷기 시간은 최소 ▶1년간 총 32시간 ▶1년간 주당 40분 ▶4개월 연속 주당 2시간 등으로 정의했다.       그 후 걷기 빈도, 시간, 강도, 시작 연령 등으로 다시 분류해 연관성을 살폈다. 시간은 주당 6시간 이상을 ‘장시간’(50명), 6시간 미만은 ‘단시간’(75명), 최소 걷기 활동 수준을 충족하지 못하는 경우 ‘비걷기’(63명) 그룹으로 나눴다.       강도는 미국 메이요클리닉의 운동강도 측정 방법을 따랐다. 호흡과 땀, 대화 가능 여부 등에 따라 ‘고강도’(57명), ‘저강도’(68명), ‘비걷기’(63명) 그룹으로 분류했다. 걷기 활동 시작 시기는 40~64세 ‘중년기 시작’(103명), 65세 이상 ‘노년기 시작’(22명)로 구분했다.       연구팀은 다양한 영향 변수들을 통제하기 위해 전반적인 신체활동, 식이 패턴을 통한 영양평가, 혈액검사 및 알츠하이머병 관련 유전자검사 등도 진행했다.       그 결과 ‘비걷기’ 그룹과 비교해 걷기 활동 그룹은 알츠하이머병 관련 인지 기능이 더 높게 나타났다. 또 전반적인 인지 능력도 우수한 것으로 확인됐다. 전반적인 인지 능력이 우수한 고강도 그룹과 달리 저강도 그룹은 다른 그룹과 비교해 인지 능력에 차이가 없었다. 또 중년기에 걷기 활동을 시작한 그룹이 노년기에 시작한 그룹보다 알츠하이머병 관련 인지 기능을 포함한 전반적인 인지 능력이 뛰어났다. 걷기 활동 시간은 걷기 강도를 통제한 경우 인지 기능에 유의미한 영향을 끼치지 않는 것으로 나타났다.          김지욱 한림대학교동탄성심병원 정신건강의학과 교수. 사진 병원 제공           김지욱 교수는 “중년기에 땀이 나고 호흡이 가빠질 정도의 고강도 걷기 활동을 한다면 알츠하이머병 인지저하를 늦추거나 예방할 수 있는 것으로 나타났다”고 말했다. 김 교수는 “정확한 기전은 아직 불분명하지만 걷기를 포함한 신체 활동은 알츠하이머병을 유발하는 아밀로이드 베타의 수준을 조절하고 신경가소성(뇌가 경험, 학습 등에 의해 변화할 수 있는 능력)을 촉진해 뇌 기능 퇴화를 막기 때문일 수 있다”고 설명했다.       알츠하이머병은 노인에게서 가장 흔한 신경퇴행성 질환이다. 기억을 포함한 여러 인지 기능 저하로 인해 일상생활을 어렵게 만든다. 현재까지 증상개선제 외에 뚜렷한 치료제가 없어 생활 습관 개선을 통한 예방이 더욱 중요하다.",황수연 기자 ppangshu@joongang.co.kr
헤럴드경제,"박광온, ‘새만금 예산’ 삭감에 “예산으로 특정 지역 압박은 독재적 발상”",2023.09.13. 오전 11:36,"“새만금 문제 못풀면 예산심의 정상적으로 못한단 각오”    박광온 더불어민주당 원내대표(왼쪽)가 13일 전북도의회를 찾아 새만금 SOC 예산 삭감에 항의하며 단식 중인 임승식(가운데)·김성수 전북도의원을 격려하고 있다. [연합][헤럴드경제=이승환 기자] 박광온 더불어민주당 원내대표는 13일 정부의 새만금 사회간접자본(SOC) 예산 삭감을 두고 “예산으로 특정한 지역을 압박하겠다는 것은 독재적 발상이 아니고는 불가능한 일”이라고 말했다.박 원내대표는 이날 전북 전주 전북도청에서 열린 예산정책협의회에 참석해 “이 문제를 풀지 않으면 내년 예산 심의를 정상적으로 할 수 없다는 각오”라며 이같이 밝혔다.지난달 발표된 2024년도 정부 예산안을 보면 새만금 주요 SOC 예산은 부처반영액 6626억원 중 78%가 삭감된 1479억원만 반영됐다.이에 전북에 지역구를 둔 민주당 의원들은 지난 7일 국회에서 단체로 삭발을 하는 등 강하게 반발하고 있다.박 원내대표는 협의회에서 “역사적 배경이 있고, 서해안 시대 개발이란 국토균형발전의 철학이 있고, 전북도민의 피와 땀이 담긴 국책 사업을 누군가의 말 한마디로 거꾸로 돌리는 것은 요즘 시대에 도저히 있을 수 없다”고 지적했다.그러면서 “비정상 가운데에서도 가장 비정상적인 예산 독재”라고 했다.박 원내대표는 “이 문제를 풀어가는 데 강력한 항의와 설득, 우리의 명확한 논리가 뒷받침돼야 한다”며 “민주당이 꼼꼼히 챙겨서 우려가 현실이 되지 않도록 최선을 다하겠다”고 덧붙였다.",이승환 nice@heraldcorp.com
매일경제,또래 중학생 옷 벗기고 폭행장면 SNS 생중계한 무서운 10대,2023.09.13. 오전 11:18,"2심 재판부 실형에서 집유로 ‘감형’    또래 중학생 옷을 벗기고 폭행하는 장면을 소셜미디어(SNS)에 생중계한 혐의로 1심에서 실형을 선고받은 10대가 항소심에서는 징역형 집행유예를 선고받았다.대구고법 형사2부(정승규 부장판사)는 13일 아동·청소년의 성보호에 관한 법률 위반 등 혐의로 기소된 A(16)군에 대한 항소심에서 징역 3년에 집행유예 4년을 선고했다.법원은 또 3년간 보호관찰을 받을 것과 80시간 성폭력 치료 프로그램 이수, 5년간 아동·청소년 등 관련 기관 취업제한을 명령했다.법원에 따르면 A씨는 지난 1월 9일 오후 11시10분께 대구 동구 한 모텔에서 B(15)군의 옷을 강제로 벗기고 폭행하면서 이를 SNS로 생중계한 혐의로 재판에 넘겨졌다.1심 재판부는 A군에 징역 장기 4년, 단기 3년을 선고했다. 이에 A군은 항소했다.재판부는“범행 횟수나 수법 등에 비춰 피고인의 죄질이 좋지 않고 비난 가능성이 높다”며 “다만 잘못을 반성하고 있고 원심에서 피해자를 위해 형사 공탁한 점, 이 법원에 이르러 피해자와 원만히 합의한 점 등을 종합하면 원심의 형은 다소 무거워 부당하다고 판단된다”고 양형 이유를 설명했다.",이상규 매경닷컴 기자(boyondal@mk.co.kr)
한국경제,"""대전 교사 가해 학부모 아닌데…"" 가족증명서까지 공개",2023.09.13. 오전 8:39,"사적 제재 논란 속 무고한 피해자 우후죽순""'카더라' 통한 마녀사냥 제발 멈춰달라"" 호소    대전 서구 모 초등학교 정문 앞에 학부모의 악성 민원에 시달리다 극단적 선택을 한 대전 초등학교 교사가 당시 근무했던 학교 교장 앞으로 항의성 근조화환이 쇄도하고 있다. / 사진=연합뉴스악성 민원에 시달리다 극단적 선택을 내린 대전의 한 초등학교 교사의 사연이 알려진 뒤 시민들이 가해 학부모들의 신상정보를 무차별적으로 캐내고 있다. 이 가운데 사건과 관계없는 무고한 피해자들 역시 우후죽순 생겨나고 있는 것으로 파악됐다. 피해자들은 사실상 테러에 가까운 비난으로 생계에 위협을 받고 있다며 마녀사냥을 멈춰야 한다고 호소했다.갈비집을 운영하는 자신의 삼촌이 가해 학부모로 몰려 욕설과 별점 테러를 당했다는 A씨는 지난 12일 온라인 커뮤니티에 글을 올려 ""선생님 조문 다녀오면서 참 가슴이 아팠고 청원에도 동의하며 지지하고 있지만, 카더라(소문)를 통한 마녀사냥만은 멈춰야 할 것 같다""고 했다. 그는 삼촌의 가족관계증명서까지 찍어 올리며 ""자녀는 이미 성인이고, 해당 초등학교에 다닌 적도 없다. 근처에 거주한 적도 없다""고 했다.    삼촌이 가해 학부모로 몰렸다는 한 네티즌이 가족관계증명서를 공개했다. 자녀는 모두 성인이다. / 사진=보배드림또 이날 자신의 아버지가 운영하는 가게가 가해 학부모의 영업장으로 잘못 알려져 피해를 받고 있다는 B씨는 인스타그램을 통해 ""잘못된 정보는 한 가정을 망친다. 이 글을 제발 공유해달라""며 ""평점과 오류로 많은 피해를 받고 있다. 시간이 조금이라도 나신다면 별점 5점과 오류라고 확실한 댓글을 달아주시면 감사드리겠다""고 했다.대전 사건 가해 학부모가 운영하고 있다는 의혹이 제기된 미용실과 같은 상호를 쓰는 또 다른 미용실도 고통을 호소했다. 이 미용실은 온라인 공지를 통해 ""저희 가게는 모 초등 교사와 관련이 없는 곳이다. 저희 가게는 대전 유성구가 아닌 동구에 있으니 제발 주소를 확인해달라""며 ""무분별한 전화 테러와 악의적인 댓글은 자제 부탁드린다""고 했다.대전의 한 음악학원 원장도 온라인 커뮤니티에 ""모르는 번호로 수차례 전화가 오기 시작하면서 저격하는 글들이 올라오기 시작했다""며 ""무고한 사람을 마녀사냥 해 또 피해자를 만들려고 이러는 거냐""고 했다.    자신의 아버지는 대전 교사 극단적 선택 사건과 무관하다고 주장하는 글. / 사진=인스타그램앞서 대전 지역 초등학교에서 근무하던 40대 교사 A 씨는 지난 5일 자택에서 극단적 선택을 해 인근 병원으로 옮겨졌으나, 지난 7일 숨졌다. 올해로 24년 차 교사인 A씨는 2019년 대전 유성구 소재 초등학교에서 근무하면서 학부모들의 악성 민원에 시달렸고 무고성 아동학대 혐의로 고소당한 것으로 알려졌다. 이후 아동학대 고소는 무혐의 처분이 나왔다.이후 사건에 분노한 네티즌들이 가해 학부모들 신상털이에 나서면서 확인되지 않은 정보들이 무차별적으로 확산하고 있다. 또 실제 가해 학부모가 운영하는 것으로 알려진 업장에는 '포스트잇 테러', '케첩 테러' 등이 이뤄지면서 사적 제재 논란도 커지고 있다. 사법 기관이 아닌 개인이나 집단이 형벌을 가하는 게 과연 적절하냐는 것이다. 이런 갑론을박은 최근 흉악 범죄가 기승을 부리면서 전보다 더 뜨겁게 벌어지는 분위기다.리얼리서치코리아가 지난 6월 5~9일 5000명을 대상으로 사적 제재에 대한 설문조사를 실시한 결과 찬성은 50.1%, 반대는 33.1%로 집계됐다. 구체적으로 보면 '국가 혹은 법이 충분한 처벌을 내리지 못한다면 개인의 형벌이 필요하다' 37.6%, '국가와 법의 제재와는 별도로 개인의 형벌에 전적으로 동의한다' 12.5%로 찬성이 50.1%였다. '어떤 상황에서도 개인이 형벌을 가하는 것은 옳지 않다'는 반대 의견은 33.1%였다.※ 우울감 등 말하기 어려운 고민이 있거나 주변에 이런 어려움을 겪는 가족·지인이 있을 경우 자살 예방 핫라인 ☎1577 0199, 희망의 전화 ☎129, 생명의 전화 ☎1588 9191, 청소년 전화 ☎1388 등에서 24시간 전문가의 상담을 받을 수 있습니다.",홍민성 한경닷컴 기자 mshong@hankyung.com
더팩트,"김명수 ""국민 비판 겸허히 수용…좋은 법원 위해 노력""",2023.09.13. 오전 11:50,"제9회 법원의날…이달 24일 퇴임 예정""사법행정 남용 사태 국민 질타 쓰라려""""지난 개혁 공과 냉철히 돌아볼 것""    김명수 대법원장이 ""법원의 개혁 과제 중 가시적인 성과를 보인 것도 있지만 예상치 못한 어려움과 비판이 있었다""며 ""국민의 비판을 겸허히 수용하겠다""고 밝혔다. 김 대법원장이 지난해 5월 30일 오전 서울 서초구 대법원 대접결실에서 한동훈 법무부 장관과 대화를 나누고 있다. /남용희 기자임기만료를 앞둔 김명수 대법원장이 ""법원의 개혁 과제 중 가시적인 성과를 보인 것도 있지만 예상치 못한 어려움과 비판이 있었다""며 ""국민의 비판을 겸허히 수용하겠다""고 밝혔다.김명수 대법원장은 13일 오전 대법원에서 열린 '제9회 대한민국 법원의 날' 기념식에서 ""사법부는 좋은 재판을 통해 국민으로부터 신뢰와 존경받는 좋은 법원을 만들기 위해 노력을 기울여왔다""며 이같이 말했다.김 대법원장은 ""눈에 보이는 작은 실적에 안주하지 않고 국민의 비판을 겸허히 수용하되, 사법부 구성원 모두가 자신의 역할에 최선을 다하는 것만이 국민이 우리에게 부여한 사명을 완수하는 길""이라고 밝혔다.그러면서 ""사법 행정권 남용 사태로 인한 국민의 질타는 쓰라렸고, 사법부의 신뢰 회복은 요원하게만 보였다""며 ""전대미문의 위기 속에서 사법 개혁을 통해 진정한 사법 독립을 이루라는 국민의 준엄한 명령을 듣고 국민에게 사랑받는 사법부가 되기 위해 노력해 왔다""고 강조했다.김 대법원장은 ""아직은 사법부가 미흡하고 부족해 보일 수 있지만 결코 사법부의 개혁 의지가 꺾이거나 현실에 안주해서가 아니다""라며 ""지난 개혁의 공과를 냉철히 돌아보겠다""고 말했다.또 ""사법부 구성원 모두가 다시 굳은 각오로 국민을 위한 좋은 법원을 만들기 위해 제도 개선에 더욱더 정진할 것""이라고 다짐했다.지난 2017년 9월 25일 취임한 김 대법원장은 이달 24일 6년의 임기를 마치고 퇴임한다.김 대법원장은 취임 후 △지방법원과 고등법원 대등 재판부제도 정착 △판결서 공개 범위 확대 및 인터넷 열람제도 개선 △영상재판 확대 및 활성화 △형사전자소송제도 도입 △사회적 약자를 위한 사법접근센터 설치 △장애인 사법지원제도 확대 등을 도입했다.이날 행사에서는 고 정의철 전 울산지방법원 판사, 경민성 법원행정처 등기주사보, 김서영 수원가정법원 법원 주사, 고선미 법원도서관 기록연구관, 양미 서울고등법원 보안관리서기보, 원태영 서울가정법원 전문가 후견인, 윤순덕 전주지방법원 집행관이 대법원장 표창을 받았다.발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write",정채영(chaezero@tf.co.kr)
매일경제,“한 달간 수산물 3t 먹습니다”…3만5000명 매주 한 끼씩  소비,2023.09.12. 오후 2:25,"정부청사 17곳서 중식 제공     지난 10일 강서수산물도매시장에서 수산대축제가 열린 가운데 고객들이 수산물을 구매하고 있다. [이승환기자]행정안전부 정부청사관리본부는 9월 13일 수요일부터 정부청사 내 구내식당에서 국내 수산물을 활용한 메뉴를 제공하는 ‘수(水)요일엔 우리 수(水)산물 먹는 날’ 행사를 진행한다고 12일 밝혔다.수산물 메뉴는 9월 4주간 매주 수요일에 4주간 중앙행정기관이 입주해 있는 세종․서울․과천․대전 등 4대 청사의 총 17개 구내식당에서 중식으로 제공될 예정이다.이번 행사가 진행되는 4대 청사에는 총 74개 기관, 3만5000여 명이 넘는 직원들이 입주해 있어 하루 평균 중식 수가 7천 식수가 넘는 만큼 행사기간 동안 약 3톤 내외의 국내산 수산물을 소비할 수 있을 것으로 행안부는 기대했다.수산물은 우럭, 멍게, 전복 등을 포함하여 꽃게, 장어, 고등어 등 국민 선호도가 높은 품목 위주로 구성된다. 수산물을 활용한 메뉴는 젊은 층이 선호하는 푸팟퐁 커리, 해물파스타 등과 함께 중장년층이 선호하는 오징어물회, 멍게비빔밥 등 다양하게 제공되어 입주직원들의 참여를 유도할 계획이다.정부청사 구내식당에서 구매하는 수산물은 해양수산부가 식품의약품안전처와 지방자치단체와 협력을 통해 방사능 수치 검사를 실시하여 적합 판정을 받은 수산물이며, 시중에 유통되는 일반 수산물과 같다.최훈 행안부 정부청사관리본부장은 “이번 행사를 통해, 입주직원을 포함한 우리 국민이 우리 수산물을 안심하고 먹을 수 있는 계기가 돼 수산업계에 도움이 되길 바란다”고 밝혔다.",권오균 기자(592kwon@mk.co.kr)
연합뉴스,'광주 청년 주간' 15∼17일 5·18 민주광장서 개최,2023.09.12. 오후 2:05,"광주 청년 주간 포스터[광주시 제공. 재판매 및 DB 금지]    (광주=연합뉴스) 손상원 기자 = 광주 청년 주간 행사가 오는 15∼17일 5·18 민주광장, 국립 아시아 문화전당 일원에서 열린다.    12일 광주시에 따르면 청년 주간은 2015년 광주 하계 유니버시아드를 기념한 '세계 청년축제'를 시작으로 올해 9회째를 맞은 지역 대표 청년 축제다.     올해는 신종 코로나바이러스 감염증(코로나19) 전 활발한 청년문화를 다시 느끼고, 열정과 에너지를 다시 채워보자는 중의적 의미를 담아 '청년의 이야기로(路) Re:Feel(리필)'을 주제로 정했다.    청년 창업, 청년 책방, 벼룩시장 등 관련 부스와 함께 청년 예술가의 작품을 소개하는 갤러리를 조성한다.    댄스·힙합·뮤지컬 공연, 특별 강연, 콘서트, '도란도란 피크닉' 등 행사도 한다.    행사 기간에는 아시아 문화전당에서는 '아시아 문화 주간'도 열려 협업이 기대된다고 광주시는 전했다.    sangwon700@yna.co.kr",손상원(sangwon700@yna.co.kr)
파이낸셜뉴스,철도노조 4년만에 낼 총파업...대화거부 국토부에 책임돌려,2023.09.13. 오전 8:22,"원희룡 국토교통부 장관이 지난 11일 서울 종로구 코리안리 빌딩에서 열린 국가상징공간 조성 관계기관 업무협약식에 참석해 인사말을 하고 있다. 뉴시스[파이낸셜뉴스]전국철도노동조합이 4년만에 총파업에 돌입한다. 철도노조는 14일 시작되는 총파업의 책임을 원희룡 국토교통부 장관쪽으로 돌렸다. 철도노조는 사회적 논의와 대화를 국토부에 제안했지만 거부당했다고 주장하고 있다.   이번 총파업은 지난 1일부터 목포·여수·포항과 서울 수서를 오가는 SRT 노선 3개가 신설되며, 기존에 부산과 수서를 오가는 SRT 열차 운행횟수는 주중 왕복 5회 줄어든 것이 계기가 됐다. 보유 열차가 적은 SRT만을 활용해 신규 노선 확대를 추진하다보니 기존 노선 운행횟수 감소로 이어진 것이다. SRT는 주식회사 SR이 운영하는 민간투자사업 고속 열차다. 공공열차 KTX와 차이가 있다.   국토부는 서울역과 부산역을 오가는 KTX를 왕복 3회 증편을 대책으로 내놨지만, 철도노조는 해당 증편 열차들을 서울∼부산이 아닌 수서∼부산 노선에 투입해야 한다고 요구하고 있다. 또한 국민 안전을 위해 열악한 근무환경 개선을 철도노조는 요구하고 있다. 철도노조는 4조 2교대 근무의 전면 시행이 절실하다고 주장중이다.   철도노조는 ""4조 2교대는 야간 이틀 연속근무의 어려움을 개선하려고 마련한 근무 체계로, 노사 합의 사항이지만 4년 넘게 전면 시행이 미뤄지고 있다""며 ""철도노동자의 파업은 현장 안전을 확보해야 한다는 절실한 요구에 기반하고 있다""고 강조했다.   노조는 사측과 지난 7월부터 6차례의 실무교섭과 1차례의 본교섭을 가졌지만 합의에 이르지 못했고, 중앙노동위원회 조정도 결렬됐다.   철도노조에 따르면 이번 파업은 14일 오전 9시부터 18일 오전 9시까지 진행될 예정이다. 철도노조가 지난달 28∼30일 실시한 쟁의행위 찬반투표는 찬성률 64.4％로 가결됐다.   철도노조가 실제 파업을 하면 2019년 11월 이후 거의 4년 만의 파업이다. 철도노조가 파업에 들어가면 KTX 등 여객열차와 화물열차가 20∼60%가량 감축 운행될 수밖에 없어 이용객 불편과 산업계 업무 차질이 우려된다.   국토부는 파업이 시작될 가능성이 높은 것으로 보고 있다. 국토부는 이날부터 비상대책반을 백원국 제2차관을 본부장으로 하는 '정부 합동 비상수송대책본부'로 확대 운영한다. 대체 인력을 활용해 출퇴근 시간대 광역전철과 KTX 등의 운행률을 평소의 70% 수준으로 확보하며 국민 불편을 최소화한다는 방침이다.   고속·시외버스를 추가 배차하고, 지방자치단체와도 적극 협력해 서울지하철 1·3·4호선을 증편하며, 수요에 맞춰 전세·예비버스 등도 충분히 투입하는 등 국민의 출퇴근에 지장이 없도록 할 계획이다.        전국철도노동조합 조합원과 연대 노조원들이 지난 1일 오후 서울 중구 서울역앞에서 '철도 쪼개기 확대·수서~부산 열차 감축 규탄' 기자회견을 하고 있다. 뉴시스",김경수 기자 (rainman@fnnews.com)
경향신문,"가을 부르는 비, 모레까지 전국에···주말에도 전국에 비소식",2023.09.13. 오후 12:12,"13일 오전 제주 서귀포시 표선면 성읍리 보롬왓을 찾은 관광객들이 맨드라미 등이 활짝 핀 꽃밭에서 가을 정취를 만끽하고 있다. 연합뉴스금요일인 15일까지 전국에 비가 올 것으로 보인다는 예보가 나왔다. 주말에도 전국에 비가 올 것으로 예상된다.기상청은 13일부터 15일 사이 전국 대부분 지역에 비가 올 것으로 예상된다고 13일 예보했다. 목요일인 14일은 전국 대부분 지역에 비가 오겠고, 수도권은 아침에, 강원 영서와 충청권은 낮에 대부분 그치겠다. 15일은 전국 대부분 지역에 비가 오겠다.13일 오전 현재 강원 고성 평지에는 호우경보, 강릉과 속초, 양양 등 강원 영동 평지와 충북 충주에는 호우주의보가 발효 중이다. 강원 영동에는 14일까지 80㎜ 이상의 많은 비가 오는 곳도 있을 것으로 예상된다. 특히 14일 새벽까지 강원 영동에는 시간당 20~40㎜의 강한 비가 오는 곳도 있겠다. 기상청은 15일까지 내리는 비는 기압계에 따라 강수 구역과 강수량의 변동성이 클 것으로 내다보고 있다.14일까지 지역별 예상 강수량은 경기 남부, 강원도, 대전·세종·충남, 충북은 20~60㎜, 서울·인천·경기 북부, 서해5도와 제주도는 10~40㎜, 광주·전남, 전북, 대구·경북, 부산·울산·경남, 울릉도·독도는 10~60㎜ 등이다.15일까지 비가 오는 지역에서는 돌풍과 함께 천둥·번개가 치는 곳이 있겠다. 기상청은 가시거리가 짧아지고 도로가 미끄러운 곳이 있겠다며 피해가 없도록 각별히 유의할 것을 당부했다.비가 내리면서 늦더위는 한풀 꺾일 것으로 예상된다. 당분간 낮 기온은 평년(최고기온 24~28도)과 비슷하겠다.기상청은 13일 발표한 중기예보에서 토요일인 16일과 일요일인 17일에는 전국에, 월요일인 18일에는 제주도에 비가 올 것으로 보인다고 예보했다. 수도권과 강원도는 17일 오후쯤 비가 그칠 것으로 예상된다.",김기범 기자 holjjak@kyunghyang.com
SBS,'누가 이 사람을 모르시나요' 부른 가수 곽순옥 별세…향년 91세,2023.09.13. 오전 8:23,"1960년대 영화 '남과 북'의 주제가로 쓰인 노래 '누가 이 사람을 모르시나요'를 부른 원로 가수 곽순옥이 어제(12일) 별세했다고 유족이 전했습니다.향년 91세입니다. 1951년 미8군 가수로 데뷔한 고인은 분단의 슬픔과 이산가족의 애타는 심경을 그린 노래 '누가 이 사람을 모르시나요'로 큰 사랑을 받았습니다.이 곡은 1964년 라디오 연속극 '남과 북'의 주제가로 쓰이며 처음 알려졌고, 이후 동명의 영화 '남과 북'에도 삽입됐습니다.당시 영화와 함께 노래도 크게 흥행했으며 패티김, 문주란, 장사익 등 여러 가수가 다시 부르며 오랜 기간 사랑받았습니다.특히 패티김이 부른 버전은 1983년 'KBS 특별생방송 이산가족을 찾습니다'의 주제가로 쓰이며 당시 '국민가요'로 떠오르기도 했습니다.빈소는 고려대 안암병원장례식장 203호에 마련됐습니다.(사진=KTV 국민방송 유튜브 캡처, 연합뉴스)",유영규 기자 sbsnewmedia@sbs.co.kr
